id,name,molecule_code,group_id,group_name_cache,class_type_id,class_type_name_cache,experimental_measurements_count,membrane_binding_energy,logp7_4_blm,logp0_blm,molecular_weight,pKa,wiki_name,pubchem,metabolome,chEBI,drugbank,KEGG,PDB,influx,efflux,intracellular_localization,annotation,created_at,updated_at,logp6_5_pampa_ds,logp7_4_pampa_ds,logp0_pampa_ds,logp6_5_caco,logp0_caco,logp0_bbb,logp0_pm,,,,
246,Chlorprothixene,Chlorprothixene,2,Bases,3,Organoheterocyclic compounds,3,-4.9,1.24,2.36,316,8.4,Chlorprothixene,667466,HMDB15369,50932,DB01239,C07953,,"SLCO1B1(i), SLC22A1(i)","ABCB1(i), ABCG2(i)",Membrane,"Chlorprothixene is a typical antipsychotic drug of the thioxanthene (tricyclic) class. Chlorprothixene exerts strong blocking effects by blocking the 5-HT2 D1, D2, D3, histamine H1, muscarinic and alpha1 adrenergic receptors. Chlorprothixene blocks postsynaptic mesolimbic dopaminergic D1 and D2 receptors in the brain; depresses the release of hypothalamic and hypophyseal hormones and is believed to depress the reticular activating system thus affecting basal metabolism, body temperature, wakefulness, vasomotor tone, and emesis.",2018-08-16 02:02:21 UTC,2019-05-22 02:17:35 UTC,-0.95,-0.08,0.95,-3.4,-2.88,-2.06,0.03,,,,
247,Chlorthalidone,Chlorthalidone,1,Neutral,3,Organoheterocyclic compounds,3,-3.3,-6.91,-6.91,339,Chlorthalidone,2732,HMDB14455,3654,DB00310,D00272,KLT,SLC12A1,,Membrane,"Chlorthalidone is a benzenesulfonamide-phthalimidine that tautomerizes to a benzophenones form. It is considered a thiazide-like diuretic. Chlorthalidone inhibits sodium ion transport across the renal tubular epithelium in the cortical diluting segment of the ascending limb of the loop of Henle. By increasing the delivery of sodium to the distal renal tubule, Chlorthalidone indirectly increases potassium excretion via the sodium-potassium exchange mechanism.",2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,-7.6,-7.6,-7.6,-5.25,-5.25,-5.33,-7.48,,,,,
248,Cinnarizine,Cinnarizine,2,Bases,4,Benzenoids,3,-8.4,4.84,4.91,369,7.49,Cinnarizine,1547484,HMDB14708,31403,DB00568,,,,,Membrane,"Cinnarizine is an anti-histaminic drug which is mainly used for the control of vomiting due to motion sickness. Cinnarizine was first synthesized by Janssen Pharmaceutica in 1955. It acts by interfering with the signal transmission between vestibular apparatus of the inner ear and the vomiting centre of the hypothalamus. The disparity of signal processing between inner ear motion receptors and the visual senses is abolished, so that the confusion of brain whether the individual is moving or standing is reduced. Vomiting in motion sickness is actually a physiological compensatory mechanism of the brain to keep the individual from moving so that it can adjust to the signal perception. Cinnarizine could be also viewed as a nootropic drug because of its vasorelaxating abilities (due to calcium channel blockage), which happen mostly in brain. It is also effectively combined with other nootropics, primarily piracetam; in such combination each drug potentiate the other in boosting brain oxygen supply.",2018-08-16 02:02:21 UTC,2019-05-22 02:17:35 UTC,2.56,3.24,3.31,-2.43,-2.22,-1.16,2.1,,,,
249,Citric acid,Citric_acid,3,Acids,5,Organic acids and derivatives,1,-0.2,-17.76,-10.12,192,3.13,Citric acid,311,HMDB00094,30769,DB04272,C00158,CIT,SLCO2B1(i),,"Cytoplasm, Extracellular, Mitochondria","Citric acid (citrate) is a weak acid that is formed in the tricarboxylic acid cycle or that may be introduced with diet. The evaluation of plasma citric acid is scarcely used in the diagnosis of human diseases. On the contrary urinary citrate excretion is a common tool in the differential diagnosis of kidney stones, renal tubular acidosis and it plays also a role in bone diseases. The importance of hypocitraturia should be considered with regard to bone mass, urine crystallization and urolithiasis. The secretory epithelial cells of the prostate gland of humans and other animals posses a unique citrate-related metabolic pathway regulated by testosterone and prolactin. This specialized hormone-regulated metabolic activity is responsible for the major prostate function of the production and secretion of extraordinarily high levels of citrate. The key regulatory enzymes directly associated with citrate production in the prostate cells are mitochondrial aspartate aminotransferase, pyruvate dehydrogenase, and mitochondrial aconitase. testosterone and prolactin are involved in the regulation of the corresponding genes associated with these enzymes. The regulatory regions of these genes contain the necessary response elements that confer the ability of both hormones to control gene transcription. Protein kinase c (PKC) is the signaling pathway for the prolactin regulation of the metabolic genes in prostate cells. testosterone and prolactin regulation of these metabolic genes (which are constitutively expressed in all mammalian cells) is specific for these citrate-producing cells. Citric acid is found in citrus fruits, most concentrated in lemons and limes, where it can comprise as much as 8% of the dry weight of the fruit. Citric acid is a natural preservative and is also used to add an acidic (sour) taste to foods and soft drinks. The salts of citric acid (citrates) can be used as anticoagulants due to their calcium chelating ability. ",2018-08-16 02:02:21 UTC,2019-05-22 02:17:35 UTC,-14.97,-17.61,-10.56,-7.29,-6.07,-6.46,-10.08,,,,
250,Clofazimine,Clofazimine,2,Bases,3,Organoheterocyclic compounds,3,-7.6,1.53,3.54,473,9.29,Clofazimine,HMDB14983,3749,DB00845,C06915,,,"ABCB11(i), ABCB1(i)","Cytoplasm, Membrane","A fat-soluble riminophenazine dye used for the treatment of leprosy. It has been used investigationally in combination with other antimycobacterial drugs to treat Mycobacterium avium infections in AIDS patients. Clofazimine also has a marked anti-inflammatory effect and is given to control the leprosy reaction, erythema nodosum leprosum.",2018-08-16 02:02:21 UTC,2019-05-22 02:17:35 UTC,-0.69,0.19,2.04,-3.33,-2.57,-1.65,0.99,,,,,
251,Clotrimazole,Clotrimazole,2,Bases,4,Benzenoids,3,-7.7,4.13,4.13,345,5.96,Clotrimazole,2812,HMDB01922,3764,DB00257,C06922,CL6,"SLCO1B1(i), SLCO1B3(i,inducer), SLCO2B1(inducer), SLC22A1(i)","ABCB1(i,inducer), ABCC2(i,inducer), ABCC3(inducer)",,"Clotrimazole is an imidazole derivative with a broad spectrum of antimycotic activity. It inhibits biosynthesis of the sterol ergostol, an important component of fungal cell membranes. Its action leads to increased membrane permeability and apparent disruption of enzyme systems bound to the membrane. Clotrimazole is a potent, specific inhibitor of cytochrome P450 oxidase enzymes. Hence, it may alter the metabolism of other drugs particularly if taken orally.  Clotrimazole is an antifungal medication commonly used in the treatment of fungal infections of both humans and animals such as vaginal yeast infections and ringworm. It also used to treat athlete's foot and jock itch.",2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,2.58,2.58,2.58,-2.42,-2.42,-1.44,1.46,,,,
252,Clozapine,Clozapine,2,Bases,3,Organoheterocyclic compounds,7,-3.8,-0.72,-0.27,327,7.9,Clozapine,HMDB14507,3766,DB00363,C06924,,SLC22A1(i),"ABCB1(s,i), ABCG2(i)",Membrane,"A tricylic dibenzodiazepine, classified as an atypical antipsychotic agent. It binds several types of central nervous system receptors, and displays a unique pharmacological profile. Clozapine is a serotonin antagonist, with strong binding to 5-HT 2A/2C receptor subtype. It also displays strong affinity to several dopaminergic receptors, but shows only weak antagonism at the dopamine D2 receptor, a receptor commonly thought to modulate neuroleptic activity. Agranulocytosis is a major adverse effect associated with administration of this agent. ",2018-08-16 02:02:21 UTC,2019-05-22 02:17:35 UTC,-2.78,-1.89,-1.47,-3.91,-3.55,-2.99,-2.1,,,,,
253,Corticosterone,Corticosterone,1,Neutral,9,Lipids and lipid-like molecules,7,-3.5,-3.14,-3.14,346,Corticosterone,5753,HMDB01547,16827,DB04652,C02140,C0R,"SLC22A1(i), SLC22A2(i)","ABCB1(s,inducer), ABCG2(i)","Cytoplasm, Extracellular, Membrane, Mitochondria, Endoplasmic reticulum",Corticosterone is an adrenocortical steroid that has modest but significant activities as a mineralocorticoid and a glucocorticoid. ,2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,-4.12,-4.12,-4.12,-4.28,-4.28,-4,-4.42,,,,,
254,Cortisone,Cortisone,1,Neutral,9,Lipids and lipid-like molecules,3,-3.4,-5.55,-5.55,360,Cortisone,222786,HMDB02802,16962,,C00762,,ABC22A1(i),ABCB1(s),"Extracellular, Membrane, Endoplasmic reticulum",Cortisone is a naturally occurring glucocorticoid. It has been used in replacement therapy for adrenal insufficiency and as an anti-inflammatory agent. Cortisone itself is inactive. It is converted in the liver to the active metabolite hydrocortisone. Cortisone suppresses the immune system. This is an explanation for the apparent correlation between high stress and sickness. ,2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,-6.35,-6.35,-6.35,-4.9,-4.9,-4.85,-6.38,,,,,
255,Cyclothiazide,Cyclothiazide,1,Neutral,3,Organoheterocyclic compounds,3,-3.4,-6,-6,390,Cyclothiazide,2910,HMDB14744,31448,DB00606,C12685,CYZ,"SLC22A6(i), SLC22A7(i), SLC22A8(i)",,"Cytoplasm, Membrane","As a diuretic, cyclothiazide inhibits active chloride reabsorption at the early distal tubule via the Na-Cl cotransporter, resulting in an increase in the excretion of sodium, chloride, and water. Thiazides like cyclothiazide also inhibit sodium ion transport across the renal tubular epithelium through binding to the thiazide sensitive sodium-chloride transporter. This results in an increase in potassium excretion via the sodium-potassium exchange mechanism. The antihypertensive mechanism of cyclothiazide is less well understood although it may be mediated through its action on carbonic anhydrases in the smooth muscle or through its action on the large-conductance calcium-activated potassium (KCa) channel, also found in the smooth muscle. Cyclothiazide is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy.",2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,-6.76,-6.76,-6.76,-5.01,-5.01,-5.01,-6.74,,,,,
256,Cyproheptadine,Cyproheptadine,2,Bases,4,Benzenoids,3,-5.7,3.2,3.88,287,8.05,Cyproheptadine,2913,HMDB14578,4046,DB00434,C06935,C7H,,,Membrane,"Cyproheptadine is a serotonin antagonist and a histamine H1 blocker used as antipruritic, appetite stimulant, antiallergic, and for the post-gastrectomy dumping syndrome, etc. Cyproheptadine competes with free histamine for binding at HA-receptor sites. This antagonizes the effects of histamine on HA-receptors, leading to a reduction of the negative symptoms brought on by histamine HA-receptor binding. Cyproheptadine also competes with serotonin at receptor sites in smooth muscle in the intestines and other locations. Antagonism of serotonin on the appetite center of the hypothalamus may account for Cyproheptadine's ability to stimulate appetite.",2018-08-16 02:02:21 UTC,2019-05-22 02:17:36 UTC,0.85,1.73,2.36,-2.9,-2.49,-1.53,1.26,,,,
257,Danazol,Danazol,1,Neutral,9,Lipids and lipid-like molecules,3,-5.7,2.48,2.48,337,Danazol,28417,HMDB02835,4315,DB01406,C06938,,,,Extracellular,"Danazol is a synthetic steroid with anti-oestrogenic and anti progestogenic activity, and weak androgenic properties. Danazol suppresses oestrogen and progesterone receptors in the endometrium, leading to endometrial atrophy (thinning of the lining of the uterus) and reduced menstrual loss and to amenorrhoea in some women. Danazol significantly lowers the duration of menses when compared with NSAIDs and a progesterone releasing IUD; however, caused more adverse events than NSAIDs and progestogens. The use of Danazol may be limited by its side effect profile, its acceptability to women and the need for continuing treatment.",2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,1.06,1.06,1.06,-2.85,-2.85,-2.02,0.13,,,,,
258,Capric acid,Decanoic_acid,3,Acids,9,Lipids and lipid-like molecules,1,-4.8,-1.22,1.18,172,4.9,Capric acid,2969,HMDB00511,30813,DB03600,C01571,DKA,SLC25A20,,Extracellular,"Capric (decanoic) acid is a member of the series of fatty acids found in oils and animal fats. These are colorless light yellowish transparent oily liquids with unconfortable smells. These are used in organic synthesis, manufacture of perfume, medicine, lubricating grease, rubber and dye.",2018-08-16 02:02:21 UTC,2019-05-22 02:17:35 UTC,-1.48,-2.35,-0.14,-3.55,-3.18,-2.48,-0.92,,,,
259,Deoxycorticosterone,Deoxycorticosterone,1,Neutral,9,Lipids and lipid-like molecules,3,-4,-1.21,-1.21,330,Deoxycorticosterone,6166,HMDB00016,16973,,C03205,1CA,,,"Cytoplasm, Extracellular, Membrane, Mitochondria, Endoplasmic reticulum","Deoxycorticosterone is a steroid or mineralocorticoid secreted by the zona fasiculata of the adrenal cortex. Deoxycorticsterone acts as a precursor to aldosterone. Deoxycorticosterone is not a major secretory hormone. It is produced from progesterone by 21beta-hydroxylase and is converted to corticosterone by 11beta-hydroxylase. Corticosterone is then converted to aldosterone by aldosterone synthase. Deoxycorticosterone stimulates the collecting tubules in the kidney to continue to excrete potassium in much the same way that aldosterone does. Deoxycorticosterone has about 1/20 of the sodium retaining power of aldosterone and about 1/5 the potassium excreting power of aldosterone. Deoxycorticosterone can be used to treat adrenal insufficiency. In particular, desoxycorticosterone acetate (DOCA) is used as replacement therapy in Addison's disease.",2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,-2.34,-2.34,-2.34,-3.79,-3.79,-3.32,-2.86,,,,,
260,D-Fructose,D-Fructose,1,Neutral,1,Organooxygen compounds,3,-1.7,-10.46,-10.46,180,D-Fructose,439709,HMDB00660,15824,DB04173,C02336,FRU,SLC2A1,,Extracellular,"Fructose, or levulose, is a levorotatory monosaccharide and an isomer of glucose (C6H12O6). The chemical composition of fructose is (C6H12O6). Pure fructose has a sweet taste similar to cane sugar, but with a ""fruity"" aroma. Although fructose is a hexose (6 carbon sugar), it generally exists as a 5-member hemiketal ring (a furanose). This structure is responsible for the long metabolic pathway and high reactivity compared to glucose. Fructose is found in many foods and is one of the three most important blood sugars along with glucose and galactose. Honey; tree fruits; berries; melons; and some root vegetables, such as beets, sweet potatoes, parsnips and onions, contain fructose, usually in combination with sucrose and glucose. Fructose is also derived from the digestion of sucrose, a disaccharide consisting of glucose and fructose that is broken down by enzymes during digestion. Fructose is the sweetest naturally occurring sugar, estimated to be twice as sweet as sucrose. It is used as a preservative and an intravenous infusion in parenteral feeding. Fructose is a reducing sugar, as are all monosaccharides. The spontaneous addition of single sugar molecules to proteins, known as glycation, is a significant cause of damage in diabetics. ",2018-08-16 02:02:21 UTC,2019-03-21 00:34:13 UTC,-10.88,-10.88,-10.88,-6.15,-6.15,-6.58,-10.35,,,,,
261,Zalcitabine,"2,3_Dideoxycytidine",1,Neutral,7,"Nucleosides, nucleotides, and analogues",0,-1.3,-7.67,-7.67,211,Zalcitabine,24066,HMDB15078,10101,DB00943,C07207,,"SLC22A6(s), SLC22A7(s), SLC29A1, SLC29A2",ABCG2(i),"Cytoplasm, Membrane","Zalcitabine (2,3-dideoxycytidine) is a dideoxynucleoside compound in which the 3'-hydroxyl group on the sugar moiety has been replaced by a hydrogen. This modification prevents the formation of 5' to 3' phosphodiester linkages, which are needed for the elongation of DNA chains, thus resulting in the termination of viral DNA growth. The compound is a potent inhibitor of HIV replication at low concentrations, acting as a chain-terminator of viral DNA by binding to reverse transcriptase. Its principal toxic side effect is axonal degeneration resulting in peripheral neuropathy. ",2018-08-16 02:02:21 UTC,2019-03-21 00:34:21 UTC,-8.3,-8.3,-8.3,-5.44,-5.44,-5.6,-8.09,,,,,
