SMILES,Caco-2Papp(× 10x6cm/s),LogPapp Value
C1CN(CCO1)c2ccc(Nc3nc(cn4ccnc34)c5ccc6cn[nH]c6c5)cc2,3.2,0.505149978
C(c1ccccn1)C2(CCNC2)c3ccc4[nH]ccc4c3,3.2,0.505149978
OC(=O)c1ccc(Cn2cnc3ccccc23)cc1,3.19,0.503790683
OC[C@H]1O[C@@H](NC(=O)C[C@H]2CC(=O)c3c(F)cc(F)cc23)[C@H](O)[C@@H](O)[C@@H]1O,3.17,0.501059262
COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NS(=O)(=O)C)n2)c(OC)c1,3.15,0.498310554
OC[C@H]1O[C@@H](NC(=O)CCNC(=O)c2ccc(F)c(F)c2)[C@H](O)[C@@H](O)[C@@H]1O,3.14,0.496929648
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,3.14,0.496929648
Cc1cc(C(=O)Nc2ccc(cc2F)c3ccccc3S(=O)(=O)C)n(n1)c4cccc(CN)c4,3.14,0.496929648
COc1ccccc1n2c(cn3c4C(=O)NC(=O)N(C)c4nc23)c5cc(O)ccc5C,3.13,0.495544338
ONC(=O)CCCCCNC(=O)NC(=O)c1ccccc1,3.12,0.494154594
FC(F)(Cl)Oc1ccc(Nc2oc(nn2)c3ccncc3CCc4ccncc4)cc1,3.116666667,0.493690356
O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5ncccn5,3.1,0.491361694
Fc1cccc(C[C@H]2C[C@H](CCN2)C3=CC(=O)NO3)c1,3.1,0.491361694
FC(F)(F)c1cc(NC(=O)c2cnc(Cl)nc2Cl)cc(c1)C(F)(F)F,3.1,0.491361694
COc1ccc(cc1)n2nc(C#N)c3N=CN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CCCC6.OC(=O)C(F)(F)F,3.1,0.491361694
CNc1ccc(cn1)C2=NC(=O)N(CCC3CCCO3)c4c2oc5ccc(cc45)c6cnn(C)c6,3.1,0.491361694
Cn1c(CC2=NC(=CC(=O)N2)N3CCOCC3)nc4cc(F)ccc14,3.1,0.491361694
CCCc1nc(Cl)ncc1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F,3.1,0.491361694
Cc1cn2nc(cc2nc1N3CC(N)C3)[C@@H]4CCCCN4C(=O)c5cc(Cl)ccc5NS(=O)(=O)C,3.1,0.491361694
CC1=C(C(=O)N(N1)c2ccccn2)c3ccc(cc3)C(F)(F)F,3.1,0.491361694
CC[C@]1(C)NC(=O)c2cc(ccc2NC1=O)S(=O)(=O)Nc3ccc(cc3)C(F)(F)F,3.1,0.491361694
CC(C)CCN1C2CCCCC2C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,3.1,0.491361694
CC(C)(C)CCN1C2CCCCC2C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,3.1,0.491361694
C(c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5cnn(c5)[C@@H]6CCNC6,3.1,0.491361694
CCCCCCCCCCC(N)C(=O)NC(CCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,3.087,0.489536629
ON1CCc2c(ncc3c2c(CCCOC4CCOCC4)cn3Cc5ccc(F)cc5)C1=O,3.08,0.488550717
O=C1NC=Nc2c1ccnc2n3cc(CCN4CCCC4)cn3,3.08,0.488550717
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]4CCCN4C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)NC1=O)[C@@H](C)CC)[C@@H](C)CC,3.06,0.485721426
CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N,3.05,0.484299839
CC(C)(N)C(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)cc4,3.05,0.484299839
NC(=O)c1nn(c2ccc3onc(N)c3c2)c4c(F)c(ccc14)c5ccc(cc5F)N6CCCCC6=O,3.04,0.482873584
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccn6)C(=C([C@@H](OC(=O)N(C)C)C(=O)[C@]13C)C5(C)C)C,3.02,0.480006943
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCC4,3.01,0.478566496
Cl.ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCC4,3.01,0.478566496
CCOC(=O)C1=C(N=C(C(=C1)C#N)N2CC(C2)C(=O)NS(=O)(=O)CC3CCCCC3)C,3,0.477121255
C1C(C(C(C1O)CNCC(=O)NC2=NN=C(S2)S(=O)(=O)N)CC=CCCCC(=O)O)O,3,0.477121255
CC1=C(C=CC2=C1N=C(N=C2OC3CC4C(C3)C(=O)NC5(CC5C=CCCCCNC4=O)C(=O)NS(=O)(=O)C6CC6)C7=CC=C(C=C7)F)OC,3,0.477121255
CC(C)C1=CSC(=N1)C2=NC3=C(C=CC(=C3)OC)C(=C2)OC4CC5C(=O)NC6(CC6C=CCCCCNC(=O)N5C4)C(=O)NS(=O)(=O)C7CC7,3,0.477121255
CCCOC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC4=CC(=NC5=C4C=CC(=C5C)OC)OCC)C(=O)NS(=O)(=O)C6CC6,3,0.477121255
OC(=O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c4cc(Cl)ccc14,3,0.477121255
OC(=O)[C@@H]1CC[C@H](CC1)Oc2ccc(cc2)C(=O)Nc3nnc(Cc4cc(F)cc(F)c4)s3,3,0.477121255
O[C@H](COc1cc(F)ccc1C(=O)N2CC[C@H](O)C2)CN3CCC4(CC3)Cc5ccccc5O4,3,0.477121255
Nc1nc(F)nc2c1ncn2[C@@H]3O[C@H](CO)C[C@H]3O,3,0.477121255
N[C@@H](CC(=O)N1CCC[C@H]1c2onc(n2)c3ncc(F)cc3F)Cc4cc(F)c(F)cc4F,3,0.477121255
Fc1ccc2N(CCc2c1)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4,3,0.477121255
Fc1cc(F)c(CN2C=NC(=O)c3cc(Oc4cccc(c5oc6cccnc6n5)c4C(F)(F)F)ccc23)c(F)c1,3,0.477121255
CS(=O)(=O)N1CCN(CC1)c2ccc(cc2)N3CCN(C(=O)N[C@@H]4C5CC6CC4C[C@@](C6)(C5)C(=O)N)c7ccccc37,3,0.477121255
COc1cnc2c(cn(Cc3ncnc(N(C)C)c3C)c2c1)C(=O)NCCO,3,0.477121255
COc1cccc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CCN(CC4)C(=O)C,3,0.477121255
COc1cccc(c1)C(=O)CN2C(=O)N(C)c3c(C#N)c(N4CCC[C@H](N)C4)n(CC#CC)c3C2=O,3,0.477121255
COc1ccc(CCC2(CC(=C(Sc3nc4nc(C)cc(C)n4n3)C(=O)O2)O)C5CCCC5)cc1Cl,3,0.477121255
COc1cc(Cl)ccc1C[C@@H](C)C(=O)N2CCN(CC2)c3ccc(Cl)cc3[C@@H](NC(=O)[C@@H](C)N)C(C)C,3,0.477121255
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C3CCN(CC3)C(C)C,3,0.477121255
COC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5ccccc5)c2C1,3,0.477121255
COC(=O)N1CCc2c(C1)nc(C)n2[C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5cccc(F)c5,3,0.477121255
COC(=O)N[C@H](C(=O)NN(CCC[C@@](O)(Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)Cc4ccc(cc4)c5ccncc5)C(C)(C)C,3,0.477121255
CN1C=Nc2c(C#N)c(N3CCC[C@H](N)C3)n(CC=C(C)C)c2C1=O,3,0.477121255
Cn1c(CC2=NC(=CC(=O)N2)N3CCOCC3)nc4ccccc14,3,0.477121255
CCOc1cc(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](CC(=O)NC(C)(C)C)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5cccc(Cl)c5n1,3,0.477121255
CCO[C@@H]1CC[C@@H](CN2C[C@H](N(C3CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C2=O)c6ccccc6)CC1,3,0.477121255
CCN(CC)CCNC(=O)c1ccc(N)cc1,3,0.477121255
CCC(=O)N(Cc1ccc(cc1)C(F)(F)F)c2cc(F)cc(c2)c3nnn[nH]3,3,0.477121255
Cc1nn(c(C)c1CC(=O)O)c2cccc(NC(=O)[C@H]3C[C@@H]3c4ccccc4)c2,3,0.477121255
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CC5CC5)CCc4n3CC=C,3,0.477121255
Cc1cc(nc(C)c1C(=O)N2C[C@@H]3CN(CC[C@H](NC(=O)C4CCCC4)c5ccccc5)C[C@@H]3C2)C#N,3,0.477121255
CC1(C)NC(=O)c2cc(cc(C#N)c2NC1=O)S(=O)(=O)Nc3ccc(F)cc3F,3,0.477121255
CC[C@H](C)[C@H](NC(=O)[C@@H](O)c1cc(Cl)cc(Cl)c1)C(=O)NCC(=O)NCC#N,3,0.477121255
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCN5CCC(CNS(=O)(=O)C)CC5,3,0.477121255
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCCCCCN(C)CCCN(C)S(=O)(=O)C,3,0.477121255
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CC(O)CNC(=O)N(C)C,3,0.477121255
CC(C)N(C)[C@@H]1CC[C@@H]([C@H](CS(=O)(=O)C(C)(C)C)C1)N2CC[C@H](NC(=O)c3cccc(c3)C(F)(F)F)C2=O,3,0.477121255
CC(C)(O)C(=O)N1CCN(CC1)c2ccc(c(c2)C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)C(F)(F)F,3,0.477121255
C[C@H](CS(=O)(=O)C)Nc1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12,3,0.477121255
OC(=O)[C@@H](C\C=C\c1ccccc1)NC(=O)c2ccc3ccccc3c2,2.98,0.474216264
Cl.Cc1cc(nn1C[C@@H](O)CN)c2ccc(Cl)c(c2)C(=O)NCC3(O)CCCCCC3,2.98,0.474216264
Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CCC4(CCN(CC4)C(=O)C(C)(C)C)c5cccc(F)c5)C[C@H]3C2,2.98,0.474216264
CC(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC,2.95,0.469822016
CN1CC(=O)NCC(=O)N(CCNC(=O)CCN[C@@H](Cc2ccccc2)C(=O)N(C)CC(=O)N(C)CC1=O)[C@@H](Cc3ccccc3)C(=O)N,2.95,0.469822016
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C([C@@H](OC(=O)N(C)C)C(=O)[C@]13C)C5(C)C)C,2.94,0.46834733
OC(=O)c1cccc(Cn2cccn2)c1,2.93,0.46686762
OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(cc2)C(=O)Nc3onc(Cc4ccccc4)n3,2.9,0.462397998
OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(cc2)C(=O)Nc3nnc(Cc4cc(F)cc(F)c4)s3,2.9,0.462397998
O=C(OCC1CCN(Cc2ccc(cc2)c3ccccc3c4nnn[nH]4)CC1)c5c6OCCCn6c7ccccc57,2.9,0.462397998
Nc1ncnc2c1c(cn2[C@@H]3C[C@H](CN4CC[S+]([O-])CC4)C3)c5cc(OC[C@@H]6CCCO6)ccc5F,2.9,0.462397998
NC(=O)c1cc(n[nH]1)c2ncc(F)c3c(c[nH]c23)C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5,2.9,0.462397998
COc1cc(OC)c2c(O[C@]3([C@@H]([C@H]([C@@H](O)[C@@]23O)C(=O)N(C)C)c4ccccc4)c5ccc(cc5)C#N)c1,2.9,0.462397998
CO[C@]1(C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC2CCCC2)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5ccc(nc5)c6nccs6,2.9,0.462397998
CO[C@]1(C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC2CCCC2)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5ccc(cc5)c6cnn(C)c6,2.9,0.462397998
CN1CC[C@@](C1)(NC(=O)c2ccc3c(C4CCCC4)c(c5cccc(N)n5)n(C)c3c2)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,2.9,0.462397998
Cn1c(c2ccncc2)c(C3CCCC3)c4ccc(cc14)C(=O)NC5(CCC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,2.9,0.462397998
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4CC=C(C)C,2.9,0.462397998
CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(C)cccc3Cl)C(=O)O)cc2)C,2.9,0.462397998
CN(Cc1ccc(F)cc1)C(=O)[C@]2(C[C@H]2CN3CCN(CC3)C(=O)CN4CCCCC4)c5ccc(Cl)c(Cl)c5,2.9,0.462397998
Clc1ccc(cc1Cl)C23CNCC2C3,2.9,0.462397998
CC(C)N1Cc2c(NCc3ccc(OC(F)(F)F)cc3)nc(nc2C1=O)N4CCN(CC4)C(=O)C,2.9,0.462397998
CC(C)N1Cc2c(nc(nc2C1=O)N3CCN(CC3)C(=O)C)N(C)Cc4cc5ccccc5cn4,2.9,0.462397998
CC(C)CC[C@]1(C)CN(C2CCC2)C(=O)C(=C1O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3,2.9,0.462397998
CC(C)[C@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)C(=O)NCC(F)(F)F,2.9,0.462397998
OC(=O)Cc1ccc(Cn2cccn2)cc1,2.89,0.460897843
O=C(\C=C\c1ccccc1)c2ccccc2,2.89,0.460897843
O=C(Nc1cnc2ccccc2c1)c3ccccc3NCc4ccncc4,2.883333333,0.459894853
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N7CCC[C@H]7C(=O)NCC(=O)N,2.87,0.457881897
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12)S(=O)(=O)C,2.87,0.457881897
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c12)S(=O)(=O)C,2.85,0.45484486
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c7ccccc7)C(=C([C@@H](OC)C(=O)[C@]13C)C6(C)C)C,2.83,0.451786436
CCOC(=O)C1=CC=C(C=C1)C=C2CNCC(=CC3=CC=C(C=C3)C(=O)OCC)C2=O,2.82,0.450249108
N[C@@H]1CCCN(C1)C2=Nc3c(Br)c[nH]c3C(=O)N2Cc4ccccc4C#N,2.81,0.44870632
OC1CCCC2=C1C(=O)C(=CN2Cc3ccc(cc3)n4cccn4)C(=O)O,2.8,0.447158031
OC(=O)CCCN1CC(Oc2c(CCc3ccc(OCCCCc4ccccc4)cc3)cccc12)C(=O)O,2.8,0.447158031
COc1ccc(CNC(=O)c2cc(cc(C)n2)c3nnn(Cc4ccc(cc4)C(=O)O)n3)cc1,2.8,0.447158031
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CC(=O)N)CC5.OC(=O)C(F)(F)F,2.8,0.447158031
COC(=O)[C@H]1[C@@H](O)[C@@]2(O)c3c(OC)cc(cc3O[C@]2([C@@H]1c4ccccc4)c5ccc(OC)cc5)C#N,2.8,0.447158031
CO[C@]1(C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC2CCCC2)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5ccc(cc5)c6cccnc6,2.8,0.447158031
CNc1ccc(cn1)C2=NC(=O)N(CC[C@@H]3CCCO3)c4c2oc5ncc(cc45)c6cnn(C)c6,2.8,0.447158031
Cn1cncc1CN(CCN(Cc2ccccc2)S(=O)(=O)c3ccccn3)c4ccc(cc4)C#N,2.8,0.447158031
Clc1ccc(\C=C\C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4)cc1,2.8,0.447158031
CCN1CCN(CC1)S(=O)(=O)c2cnc(OCCOC)c(c2)C3=Nc4c(CC)n(CCN5CCOCC5)nc4C(=O)N3,2.8,0.447158031
CCCCOc1ncc(cc1C2=Nc3c(CC)n(CCN(C)C)nc3C(=O)N2)S(=O)(=O)N4CCN(CC)CC4,2.8,0.447158031
CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c5cc(C)c(Br)cc35)cc2,2.8,0.447158031
CCc1nc(N)nc(N)c1c2ccc3OC(C)(C(=O)N(CCOCC(F)(F)F)c3c2)c4cc(F)cc(F)c4,2.8,0.447158031
Cc1cc(CC(OC(=O)N2CCC(CC2)C3=Cc4ccccc4NC3=O)c5cc(CN6CCCCCC6)ccn5)cc7cn[nH]c17,2.8,0.447158031
CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]23[C@@H](OC(=O)c4ccccc4)[C@@H]5[C@@]6(CO[C@@H]6C[C@H](O)[C@@]5(C)C(=O)[C@H](OC(=O)C)C(=C1C)C3(C)C)OC(=O)C,2.8,0.447158031
CC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@@H](C1)NC(=O)Nc4nc(C)c(s4)C(=O)C,2.8,0.447158031
[Na+].COc1cccc(C2=C(C)N(Cc3c(F)cccc3C(F)(F)F)C(=O)N(C[C@H](NCCCC(=O)[O-])c4ccccc4)C2=O)c1F,2.8,0.447158031
OCCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1,2.79,0.445604203
CCCCCCCCCCCCC(N)C(=O)NC(CCCCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,2.769,0.442322956
CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)C4C5CCC(C5)C4N(Cc6ccc(F)cc6)C3=O,2.75,0.439332694
CN1C(=O)C(=Cc2cnc(NC(CCO)CCO)nc12)Oc3ccc(F)cc3F,2.74,0.437750563
NC(=O)[C@H](Cc1ccccc1)N2CCNC(=O)CCCN[C@@H](Cc3ccccc3)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC2=O,2.73,0.436162647
COc1ccc(CC(=O)O)cc1c2ccc(C#CCO)s2,2.73,0.436162647
CN1CCCN(CC1)c2cncc(n2)c3cccc(\C=C\C(=O)O)c3,2.73,0.436162647
Cc1cc(nc(C)c1C(=O)N2C[C@@H]3CN(CCC4(CCN(CC4)C(=O)C(C)(C)C)c5cccc(F)c5)C[C@@H]3C2)C#N,2.73,0.436162647
FC(F)(F)c1cccc(NC(=O)c2nscc2NCc3ccnc4ccccc34)c1,2.716666667,0.434036354
C1C(N2C=C(C=C2C(=O)N1)C3=CC(=CC=C3)F)CC(=O)NC(CO)C4=CC=CC=C4,2.7,0.431363764
O=C(CCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C2(CCCC2)NC(=O)c3cc4ccccc4s3)N5CCN(CC6CCOCC6)CC5,2.7,0.431363764
COCCCN1C(=O)N=C(c2ccc(cc2)N3CCN(CC3)C(C)C)c4oc5ccc(Cl)cc5c14,2.7,0.431363764
COc1cc(CN2CCN(C)CC2)ccc1c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Cl)cnc4[nH]3,2.7,0.431363764
COc1cc(ccc1C(=O)O)C2CCN(CC2)c3cc(nc(n3)C(F)(F)F)N4CC[C@H]4C(=O)NCCc5ccc(cc5)C#N,2.7,0.431363764
Cn1nc(C(=O)O)c2CCc3cnc(Nc4ccccc4)nc3c12,2.7,0.431363764
CN(C)CCN(C)C(=O)c1ccc(C(=O)Nc2n[nH]c3ccc(Cc4cc(F)cc(F)c4)cc23)c(NC5CCOCC5)c1,2.7,0.431363764
CCN(C)Cc1ccccc1N2CCC(CC2)NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F,2.7,0.431363764
CCCNc1cc(NC(=O)c2c(F)cccc2F)cc(c1)C(F)(F)F,2.7,0.431363764
Cc1nn(cc1CN2CC(O)C2)c3ccnc(Nc4ccc5c(c4)c(Cl)c(C)n5C)n3,2.7,0.431363764
Cc1cc(cc(n1)C(=O)NCc2ccc(F)c(F)c2)c3nnn(Cc4ccc(cc4)C(=O)O)n3,2.7,0.431363764
CC(C)N1C=C(c2ccccc2C1=O)c3c(C)n(CC(=O)O)c4ccc(F)cc34,2.7,0.431363764
CC(=O)Nc1ccc(O)cc1OC[C@@H](N)CN2CCC3(CC2)Cc4cc(F)ccc4O3,2.7,0.431363764
CC(=O)Nc1ccc(O)cc1OC[C@@H](N)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,2.7,0.431363764
O[C@H](COc1cc(O)ccc1NC(=O)NC2CC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,2.67,0.426511261
N[C@@H](Cc1ccc(cc1)c2ccccc2)C(=O)N3CCC[C@H]3C#N,2.66,0.424881637
Clc1ccc(cc1)C2CCN(CCc3cnn(c3)c4nccc5C(=O)NC=Nc45)CC2,2.66,0.424881637
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCC(=O)O)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N,2.65,0.423245874
CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c7ccccc7)C(=C1C6(C)C)C,2.64,0.421603927
OC(=O)Cc1ccc(Cn2cnc3ccccc23)cc1,2.63,0.419955748
COC(=O)c1ccc(\C=C\C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,2.63,0.419955748
OC(=O)Cc1sc(nc1c2ccc(Cl)cc2)C(c3ccccc3)c4ccccc4,2.6,0.414973348
O=C1NOC(=C1)[C@H]2CCN[C@@H](CCc3ccccc3)C2,2.6,0.414973348
O[C@H](COc1cc(O)ccc1C(=O)N2CCOCC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,2.6,0.414973348
O[C@@H](C(=O)N1CC[C@@H]2C[C@]12C(=O)NCc3cc(Cl)ccc3n4cnnn4)c5ccccc5,2.6,0.414973348
COCCCN1C(=O)N=C(c2ccc(nc2)N3CCN(CC3)C(C)C)c4oc5ccc(Cl)cc5c14,2.6,0.414973348
COc1cccc(c1)C(=O)CN2C=Nc3c(C#N)c(N4CCNCC4)n(CC=C(C)C)c3C2=O,2.6,0.414973348
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CC2)C3CCN(C)CC3,2.6,0.414973348
COC(=O)c1cnc(Nc2cnc(cn2)C#N)cc1NCC3CCNCC3,2.6,0.414973348
CNCC1(CC1)c2ccc(cc2)N3CCc4c(C3=O)n(nc4C(F)(F)F)c5ccc(OC)cc5,2.6,0.414973348
CN1C(=O)N(C)c2c(C#N)c(N3CCC[C@H](N)C3)n(Cc4ccccc4)c2C1=O,2.6,0.414973348
CN(C)C(=O)CN1Cc2nc(C)c(CN)c(c3ccc(Cl)cc3Cl)c2C1=O,2.6,0.414973348
CCOC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,2.6,0.414973348
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]c(nc3c2)c4ccc(C)cc4)c1F,2.6,0.414973348
Cc1ccc(cn1)c2c(C3CCCCC3)c4ccc(cc4n2C)C(=O)NC(C)(C)C(=O)Nc5ccc(\C=C\C(=O)O)cc5,2.6,0.414973348
CC[C@H](C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)NCC#N)c1cc(Cl)cc(Cl)c1,2.6,0.414973348
CC(C)C[C@H](NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C)C=O,2.6,0.414973348
CC(C)(C)C[C@H]1C[C@H](CCN1)C2=CC(=O)NO2,2.6,0.414973348
C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC=C)c5ccc(cc5)P(=O)(c6ccccc6)c7ccccc7,2.6,0.414973348
COc1cc(C)c(cc1c2ccc(C#CCO)s2)S(=O)(=O)NC(=O)c3cccc4cccnc34,2.57,0.409933123
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(=C([C@@H](OC)C(=O)[C@]13C)C6(C)C)C,2.57,0.409933123
FC(F)(F)c1ccc(Nc2oc(nn2)c3ccncc3CCc4ccncc4)cc1,2.566666667,0.409369471
N[C@@H]1CCCN(C1)C2=Nc3[nH]c(cc3C(=O)N2Cc4ccccc4C#N)c5cccnc5,2.55,0.40654018
Cc1cc(nc(C)c1C(=O)N2C[C@@H]3CN(CCC4(CCN(C4)C(=O)C5CCCC5)c6ccccc6)C[C@@H]3C2)C#N,2.55,0.40654018
